user_id,signup_date,acquisition_channel,activated,orders_90d,revenue_90d,tenure_days,last_activity_days_ago
1259,2024-05-21,organic,1,3,166.36,31,5
1260,2024-02-24,email,1,3,74.89,170,24
1261,2024-06-24,email,1,1,80.25,161,6
1262,2024-01-07,organic,1,1,39.05,19,20
1263,2024-03-14,paid_search,1,2,6.86,113,23
1264,2024-01-07,organic,0,0,0.0,4,47
1265,2024-06-09,paid_search,1,3,235.89,12,9
1266,2024-05-30,organic,1,1,103.01,84,21
1267,2024-03-25,organic,1,1,31.4,104,9
1268,2024-05-26,paid_search,1,6,348.86,156,8
1269,2024-04-21,paid_search,0,0,0.0,58,82
1270,2024-05-04,email,0,0,0.0,48,64
1271,2024-05-26,referral,1,1,61.71,120,8
1272,2024-02-05,paid_social,1,0,0.0,124,29
1273,2024-01-29,paid_search,1,1,69.46,1,23
1274,2024-03-22,referral,0,0,0.0,105,94
1275,2024-01-02,paid_search,0,0,0.0,44,86
1276,2024-05-08,paid_social,1,5,349.95,63,18
1277,2024-02-16,email,1,2,68.37,95,15
1278,2024-05-27,paid_search,0,0,0.0,38,77
1279,2024-01-11,paid_social,0,0,0.0,9,68
1280,2024-05-09,referral,0,0,0.0,6,116
1281,2024-04-28,email,1,4,85.24,70,2
1282,2024-05-19,paid_social,1,1,10.09,52,13
1283,2024-01-20,organic,1,3,303.98,67,2
1284,2024-01-05,paid_search,0,0,0.0,96,32
1285,2024-02-06,organic,0,0,0.0,99,90
1286,2024-06-14,referral,1,4,54.78,144,11
1287,2024-05-16,organic,1,2,93.61,130,15
1288,2024-02-22,referral,1,1,82.3,36,26
1289,2024-06-20,organic,1,1,20.7,105,17
1290,2024-04-08,organic,1,0,0.0,35,21
1291,2024-03-26,paid_search,0,0,0.0,120,32
1292,2024-04-17,paid_social,1,1,14.39,30,15
1293,2024-01-24,organic,1,1,76.4,173,16
1294,2024-03-21,paid_search,0,0,0.0,174,31
1295,2024-06-06,paid_search,1,1,25.05,93,21
1296,2024-04-29,organic,1,0,0.0,129,21
1297,2024-02-28,organic,1,3,203.67,105,20
1298,2024-05-07,referral,0,0,0.0,100,86
1299,2024-04-23,paid_search,0,0,0.0,103,78
1300,2024-04-24,organic,1,2,351.88,31,23
1301,2024-01-14,referral,1,3,121.56,25,9
1302,2024-01-09,email,1,2,94.81,47,6
1303,2024-02-09,paid_social,0,0,0.0,1,105
1304,2024-01-25,paid_search,0,0,0.0,102,50
1305,2024-04-12,referral,0,0,0.0,118,45
1306,2024-01-22,email,1,5,419.24,165,23
1307,2024-01-04,referral,0,0,0.0,113,63
1308,2024-06-02,paid_search,0,0,0.0,140,88
1309,2024-01-29,paid_social,0,0,0.0,20,96
1310,2024-04-18,paid_social,0,0,0.0,30,70
1311,2024-04-07,organic,1,1,42.46,79,22
1312,2024-02-06,paid_search,1,3,125.16,128,6
1313,2024-03-15,referral,1,2,114.35,85,9
1314,2024-03-10,paid_social,1,2,82.19,64,19
1315,2024-05-25,paid_search,0,0,0.0,18,93
1316,2024-05-07,paid_social,0,0,0.0,32,106
1317,2024-03-25,organic,0,0,0.0,147,49
1318,2024-02-11,paid_search,1,1,11.84,94,17
1319,2024-04-09,referral,1,3,230.33,33,22
1320,2024-02-10,organic,0,0,0.0,150,106
1321,2024-06-14,organic,1,1,23.91,109,12
1322,2024-02-03,email,1,2,12.01,157,6
1323,2024-01-17,organic,0,0,0.0,4,44
1324,2024-06-13,organic,0,0,0.0,178,74
1325,2024-06-01,email,1,0,0.0,100,24
1326,2024-05-01,paid_social,0,0,0.0,122,59
1327,2024-03-16,paid_social,0,0,0.0,132,67
1328,2024-03-27,referral,0,0,0.0,5,89
1329,2024-04-26,organic,0,0,0.0,167,61
1330,2024-04-15,paid_social,1,6,201.53,57,11
1331,2024-03-26,paid_search,0,0,0.0,31,100
1332,2024-01-27,referral,1,0,0.0,7,20
1333,2024-02-26,paid_search,1,2,57.11,12,1
1334,2024-01-31,paid_social,0,0,0.0,10,116
1335,2024-05-13,paid_search,1,3,598.19,157,14
1336,2024-06-16,paid_search,0,0,0.0,141,60
1337,2024-04-07,referral,0,0,0.0,127,109
1338,2024-01-12,paid_social,0,0,0.0,159,82
1339,2024-02-22,paid_social,0,0,0.0,137,30
1340,2024-05-17,paid_search,1,3,287.44,179,13
1341,2024-06-21,paid_search,1,2,19.48,88,15
1342,2024-05-24,paid_social,1,3,12.14,144,23
1343,2024-06-02,referral,1,1,31.79,11,21
1344,2024-05-01,paid_social,1,5,62.76,164,8
1345,2024-02-15,email,0,0,0.0,1,81
1346,2024-03-04,referral,0,0,0.0,21,67
1347,2024-05-09,paid_social,0,0,0.0,172,53
1348,2024-02-23,paid_social,0,0,0.0,100,52
1349,2024-04-16,email,0,0,0.0,165,76
1350,2024-02-20,paid_social,1,2,98.27,6,15
1351,2024-02-05,referral,1,2,42.38,142,21
1352,2024-04-24,paid_social,1,4,209.98,93,4
1353,2024-01-26,paid_social,0,0,0.0,129,106
1354,2024-01-29,organic,1,0,0.0,136,25
1355,2024-05-28,paid_search,0,0,0.0,111,83
1356,2024-01-11,email,0,0,0.0,44,111
1357,2024-02-09,paid_social,1,1,20.42,123,10
1358,2024-01-11,paid_social,1,1,96.67,87,27
1359,2024-06-12,email,1,4,109.8,103,18
1360,2024-04-22,paid_social,1,4,126.04,105,1
1361,2024-02-08,paid_search,0,0,0.0,75,109
1362,2024-02-23,referral,0,0,0.0,155,77
1363,2024-04-07,paid_social,0,0,0.0,36,118
1364,2024-02-24,organic,0,0,0.0,170,95
1365,2024-04-20,paid_search,0,0,0.0,148,83
1366,2024-05-31,paid_search,0,0,0.0,8,109
1367,2024-05-29,paid_search,1,2,13.98,46,19
1368,2024-03-09,paid_search,0,0,0.0,100,74
1369,2024-02-25,paid_search,1,3,229.0,52,11
1370,2024-02-02,organic,1,2,61.83,26,19
1371,2024-02-05,paid_search,1,6,110.07,35,25
1372,2024-05-27,organic,0,0,0.0,131,64
1373,2024-03-21,paid_social,1,4,160.85,123,10
1374,2024-04-18,referral,1,2,68.32,132,16
1375,2024-06-02,paid_social,0,0,0.0,62,63
1376,2024-03-13,paid_search,0,0,0.0,64,53
1377,2024-02-09,organic,0,0,0.0,178,33
1378,2024-01-17,organic,0,0,0.0,147,79
1379,2024-05-08,paid_search,0,0,0.0,171,107
1380,2024-03-01,organic,0,0,0.0,82,53
1381,2024-06-19,paid_search,1,1,33.35,14,12
1382,2024-04-13,organic,0,0,0.0,14,108
1383,2024-02-11,referral,0,0,0.0,54,64
1384,2024-01-25,paid_search,1,4,489.17,157,16
1385,2024-02-08,organic,1,2,92.6,131,25
1386,2024-02-04,referral,1,5,61.35,98,9
1387,2024-05-10,paid_search,0,0,0.0,104,108
1388,2024-04-17,organic,1,1,89.42,5,13
1389,2024-06-20,paid_social,0,0,0.0,5,84
1390,2024-06-27,paid_social,0,0,0.0,117,78
1391,2024-04-11,paid_social,0,0,0.0,45,108
1392,2024-04-07,organic,0,0,0.0,171,86
1393,2024-01-12,paid_search,1,2,93.52,171,2
1394,2024-01-19,organic,1,1,46.76,116,11
1395,2024-04-10,organic,1,1,37.44,51,26
1396,2024-02-13,referral,0,0,0.0,13,85
1397,2024-02-18,paid_social,1,2,82.87,73,3
1398,2024-01-17,paid_search,1,0,0.0,68,15
1399,2024-03-14,paid_social,1,0,0.0,69,13
1400,2024-02-26,organic,0,0,0.0,135,31
1401,2024-02-24,referral,1,1,11.33,92,13
1402,2024-02-16,organic,0,0,0.0,104,117
1403,2024-01-12,organic,1,1,34.12,78,22
1404,2024-03-02,paid_search,1,2,151.6,170,1
1405,2024-03-20,paid_social,1,4,630.13,102,2
1406,2024-03-23,paid_social,1,2,51.27,5,13
1407,2024-01-08,organic,0,0,0.0,175,43
1408,2024-05-28,paid_search,1,4,44.69,48,14
1409,2024-03-21,paid_search,0,0,0.0,123,105
1410,2024-04-27,organic,0,0,0.0,92,100
1411,2024-01-25,referral,0,0,0.0,175,86
1412,2024-03-29,organic,0,0,0.0,136,59
1413,2024-01-12,paid_search,1,3,56.49,149,22
1414,2024-05-22,paid_social,0,0,0.0,88,37
1415,2024-02-28,organic,0,0,0.0,118,43
1416,2024-06-02,paid_social,0,0,0.0,24,77
1417,2024-04-18,referral,0,0,0.0,141,113
1418,2024-01-26,organic,1,1,28.14,113,11
1419,2024-02-16,email,0,0,0.0,143,35
1420,2024-02-01,paid_social,0,0,0.0,110,59
1421,2024-01-10,organic,1,5,823.12,89,26
1422,2024-01-16,paid_search,0,0,0.0,109,96
1423,2024-05-24,paid_search,0,0,0.0,53,39
1424,2024-05-30,paid_social,1,2,55.77,159,14
1425,2024-01-26,referral,1,1,61.13,51,2
1426,2024-03-26,referral,0,0,0.0,175,74
1427,2024-05-14,email,1,5,308.42,167,27
1428,2024-01-14,referral,1,5,305.89,117,9
1429,2024-03-19,paid_social,1,4,163.11,57,28
1430,2024-04-26,paid_search,1,3,196.21,178,13
1431,2024-01-07,paid_search,0,0,0.0,115,116
1432,2024-05-16,organic,1,4,103.97,57,23
1433,2024-04-24,paid_social,0,0,0.0,35,102
1434,2024-06-24,paid_search,0,0,0.0,86,97
1435,2024-03-12,organic,1,4,248.5,135,2
1436,2024-02-28,organic,1,2,84.46,53,3
1437,2024-03-22,paid_search,0,0,0.0,10,60
1438,2024-04-25,paid_social,1,2,231.57,39,21
1439,2024-06-15,paid_search,1,4,427.0,163,1
1440,2024-05-25,paid_social,0,0,0.0,127,109
1441,2024-04-12,paid_search,0,0,0.0,59,68
1442,2024-01-17,paid_social,0,0,0.0,117,95
1443,2024-01-14,organic,0,0,0.0,150,98
1444,2024-06-07,organic,0,0,0.0,137,106
1445,2024-05-31,paid_social,0,0,0.0,100,105
1446,2024-04-17,paid_search,0,0,0.0,8,48
1447,2024-02-14,organic,1,2,150.4,120,6
1448,2024-04-07,paid_search,1,1,38.94,58,25
1449,2024-05-10,organic,0,0,0.0,127,97
1450,2024-02-06,paid_search,0,0,0.0,95,100
1451,2024-06-19,paid_search,1,0,0.0,150,18
1452,2024-06-16,paid_social,1,3,160.88,95,17
1453,2024-04-17,referral,1,1,48.44,168,14
1454,2024-02-08,organic,0,0,0.0,156,33
1455,2024-01-15,email,0,0,0.0,174,70
1456,2024-04-29,paid_search,0,0,0.0,69,80
1457,2024-01-04,paid_social,0,0,0.0,52,41
1458,2024-04-02,paid_social,0,0,0.0,11,66
1459,2024-06-01,paid_social,1,3,104.83,150,13
1460,2024-05-20,paid_search,1,2,110.77,47,17
1461,2024-06-09,paid_search,1,4,193.41,89,21
1462,2024-01-16,organic,0,0,0.0,13,114
1463,2024-06-18,organic,1,1,39.31,126,25
1464,2024-04-17,paid_search,0,0,0.0,100,106
1465,2024-05-05,paid_search,0,0,0.0,118,83
1466,2024-02-24,paid_search,1,1,60.09,173,24
1467,2024-06-18,organic,0,0,0.0,75,47
1468,2024-02-03,paid_social,0,0,0.0,69,42
1469,2024-06-06,referral,1,1,10.29,121,8
1470,2024-01-13,email,1,3,73.53,78,27
1471,2024-05-20,paid_search,0,0,0.0,22,69
1472,2024-01-18,paid_social,1,1,34.41,163,19
1473,2024-06-08,referral,1,1,13.12,160,11
1474,2024-04-05,paid_search,0,0,0.0,166,100
1475,2024-05-02,paid_search,0,0,0.0,58,77
1476,2024-02-08,email,1,2,165.89,168,27
1477,2024-02-15,paid_search,0,0,0.0,21,118
1478,2024-01-29,paid_search,0,0,0.0,49,83
1479,2024-03-02,organic,1,2,247.13,97,16
1480,2024-01-16,organic,0,0,0.0,92,53
1481,2024-04-30,referral,1,4,1300.65,39,20
1482,2024-01-10,paid_social,1,5,452.33,100,28
1483,2024-06-06,paid_search,0,0,0.0,10,104
1484,2024-06-01,organic,0,0,0.0,168,113
1485,2024-04-12,paid_social,1,4,277.71,58,3
1486,2024-03-24,paid_social,0,0,0.0,89,79
1487,2024-05-12,organic,0,0,0.0,173,50
1488,2024-03-05,referral,0,0,0.0,145,57
1489,2024-06-25,organic,1,1,103.36,121,22
1490,2024-01-03,paid_search,0,0,0.0,68,56
1491,2024-06-21,paid_social,1,0,0.0,10,1
1492,2024-05-21,organic,1,2,58.7,117,16
1493,2024-04-29,referral,0,0,0.0,62,35
1494,2024-06-06,paid_social,0,0,0.0,89,87
1495,2024-03-08,referral,0,0,0.0,160,35
1496,2024-05-25,organic,1,3,506.23,72,2
1497,2024-02-06,organic,1,0,0.0,170,20
1498,2024-06-01,organic,0,0,0.0,173,48
1499,2024-06-24,paid_search,1,3,141.46,76,11
1500,2024-03-13,paid_social,0,0,0.0,149,46
1501,2024-05-22,referral,1,4,386.46,109,2
1502,2024-02-18,paid_social,0,0,0.0,155,32
1503,2024-04-30,email,0,0,0.0,128,63
1504,2024-03-28,paid_social,0,0,0.0,158,91
1505,2024-05-19,paid_search,0,0,0.0,74,89
1506,2024-02-06,organic,0,0,0.0,129,97
1507,2024-03-01,paid_social,1,1,121.3,9,29
1508,2024-06-19,organic,1,3,187.76,3,28
1509,2024-05-03,organic,0,0,0.0,113,63
1510,2024-02-08,paid_search,1,2,80.33,53,2
1511,2024-03-03,referral,0,0,0.0,170,89
1512,2024-02-15,organic,1,2,91.16,147,13
1513,2024-03-28,referral,1,5,113.83,6,3
1514,2024-01-11,referral,1,0,0.0,135,21
1515,2024-03-02,paid_search,0,0,0.0,171,104
1516,2024-03-17,organic,0,0,0.0,80,38
1517,2024-06-01,organic,0,0,0.0,36,64
1518,2024-02-21,paid_social,0,0,0.0,96,39
1519,2024-01-04,paid_social,1,2,108.88,39,17
1520,2024-02-28,referral,1,3,155.73,43,29
1521,2024-03-12,paid_social,0,0,0.0,165,75
1522,2024-05-27,organic,0,0,0.0,156,99
1523,2024-04-02,organic,1,0,0.0,50,26
1524,2024-03-03,paid_social,0,0,0.0,39,119
1525,2024-02-23,organic,1,3,98.18,130,13
1526,2024-04-26,paid_search,1,2,67.47,125,26
1527,2024-04-19,paid_search,0,0,0.0,165,106
1528,2024-03-14,organic,1,2,19.32,101,9
1529,2024-04-16,organic,1,2,53.74,115,18
1530,2024-02-26,paid_search,1,3,31.76,19,1
1531,2024-06-17,organic,1,1,191.53,69,11
1532,2024-01-03,organic,0,0,0.0,44,33
1533,2024-04-29,paid_social,0,0,0.0,141,100
1534,2024-01-06,referral,0,0,0.0,150,48
1535,2024-01-05,organic,0,0,0.0,135,40
1536,2024-01-05,referral,1,3,270.05,130,10
1537,2024-02-23,paid_search,1,1,60.94,62,17
1538,2024-02-16,paid_search,1,2,95.68,89,27
1539,2024-06-25,referral,1,3,51.88,133,17
1540,2024-01-09,paid_social,1,0,0.0,148,12
1541,2024-04-08,referral,0,0,0.0,126,54
1542,2024-01-20,organic,0,0,0.0,54,43
1543,2024-05-01,organic,1,3,187.27,76,12
1544,2024-03-01,referral,0,0,0.0,164,41
1545,2024-05-02,paid_search,1,2,235.7,144,21
1546,2024-06-11,organic,0,0,0.0,57,113
1547,2024-06-26,paid_social,0,0,0.0,64,47
1548,2024-03-22,referral,1,2,37.69,138,6
1549,2024-03-02,referral,1,4,232.39,99,29
1550,2024-05-24,paid_search,0,0,0.0,102,41
1551,2024-01-03,referral,0,0,0.0,99,55
1552,2024-06-08,organic,0,0,0.0,51,61
1553,2024-01-13,organic,0,0,0.0,27,108
1554,2024-04-29,paid_social,0,0,0.0,135,81
1555,2024-05-04,organic,1,3,86.19,91,2
1556,2024-03-29,paid_search,1,5,163.84,41,17
1557,2024-03-13,paid_social,1,3,165.41,118,8
1558,2024-03-08,paid_search,1,5,756.67,126,22
1559,2024-05-21,organic,1,2,189.28,97,29
1560,2024-04-10,organic,0,0,0.0,121,96
1561,2024-04-07,paid_search,0,0,0.0,141,99
1562,2024-01-11,paid_search,1,1,30.14,117,8
1563,2024-04-14,referral,0,0,0.0,66,37
1564,2024-03-07,referral,1,3,60.29,131,11
1565,2024-05-02,paid_search,1,1,62.05,11,10
1566,2024-01-29,referral,0,0,0.0,133,45
1567,2024-05-16,organic,0,0,0.0,60,74
1568,2024-06-01,organic,1,4,596.13,130,20
1569,2024-03-16,referral,1,1,40.16,92,13
1570,2024-06-18,paid_search,0,0,0.0,77,109
1571,2024-01-09,email,1,2,89.11,104,9
1572,2024-02-09,paid_search,1,0,0.0,64,15
1573,2024-01-25,referral,0,0,0.0,141,79
1574,2024-01-05,paid_search,1,5,50.16,54,13
1575,2024-05-18,paid_search,1,2,177.04,140,13
1576,2024-05-03,paid_search,1,2,105.48,146,25
1577,2024-02-07,paid_social,0,0,0.0,18,61
1578,2024-03-12,paid_search,0,0,0.0,145,111
1579,2024-05-12,email,1,2,69.47,167,4
1580,2024-06-24,organic,1,3,72.44,86,22
1581,2024-03-30,organic,1,5,105.55,141,10
1582,2024-05-25,paid_search,1,4,216.27,45,15
1583,2024-02-06,paid_social,1,5,43.46,128,21
1584,2024-02-29,referral,0,0,0.0,102,53
1585,2024-06-24,paid_search,1,4,100.23,117,10
1586,2024-01-28,paid_social,1,1,73.57,147,21
1587,2024-03-21,paid_search,1,2,280.71,147,8
1588,2024-04-23,paid_social,1,1,7.08,21,10
1589,2024-02-09,referral,1,3,230.61,24,21
1590,2024-02-14,organic,1,2,35.34,158,17
1591,2024-03-02,paid_search,0,0,0.0,48,95
1592,2024-04-02,email,0,0,0.0,163,67
1593,2024-04-24,referral,1,3,27.37,110,21
1594,2024-03-07,paid_social,0,0,0.0,59,55
1595,2024-02-25,paid_search,1,3,198.55,17,28
1596,2024-02-09,organic,1,2,28.81,48,19
1597,2024-04-07,paid_search,0,0,0.0,55,84
1598,2024-02-09,referral,1,3,138.72,137,12
1599,2024-03-31,paid_social,0,0,0.0,77,50
1600,2024-02-02,organic,0,0,0.0,14,54
1601,2024-01-06,organic,0,0,0.0,154,87
1602,2024-05-26,organic,0,0,0.0,85,67
1603,2024-03-20,organic,1,3,60.86,44,21
1604,2024-06-16,organic,0,0,0.0,139,104
1605,2024-04-01,paid_search,0,0,0.0,51,33
1606,2024-04-06,organic,0,0,0.0,170,48
1607,2024-02-28,organic,1,3,84.48,163,25
1608,2024-02-28,paid_search,0,0,0.0,64,53
1609,2024-02-17,organic,1,3,342.62,95,2
1610,2024-06-17,organic,0,0,0.0,146,84
1611,2024-01-13,paid_search,1,1,22.74,142,14
1612,2024-04-16,organic,0,0,0.0,120,101
1613,2024-02-14,paid_search,1,3,85.85,49,3
1614,2024-03-29,organic,1,0,0.0,145,27
1615,2024-06-18,referral,1,3,139.39,149,20
1616,2024-04-09,email,1,5,401.53,142,25
1617,2024-06-03,paid_social,1,1,134.99,3,5
1618,2024-06-14,paid_search,1,4,126.59,159,2
1619,2024-01-07,referral,0,0,0.0,47,48
1620,2024-05-12,paid_social,0,0,0.0,172,99
1621,2024-02-14,organic,0,0,0.0,17,81
1622,2024-02-27,paid_search,1,3,151.58,81,18
1623,2024-01-31,referral,1,0,0.0,27,9
1624,2024-01-23,paid_search,1,2,13.19,71,22
1625,2024-06-18,organic,0,0,0.0,90,62
1626,2024-05-17,paid_social,0,0,0.0,130,102
1627,2024-06-08,referral,1,1,28.01,80,12
1628,2024-04-16,organic,1,0,0.0,109,5
1629,2024-06-06,paid_search,0,0,0.0,87,30
1630,2024-02-08,organic,0,0,0.0,6,69
1631,2024-06-07,paid_social,0,0,0.0,101,47
1632,2024-03-22,organic,0,0,0.0,146,64
1633,2024-04-09,paid_search,1,2,103.97,55,10
1634,2024-01-02,referral,1,0,0.0,67,22
1635,2024-03-17,paid_search,1,4,165.67,147,10
1636,2024-01-12,paid_social,1,1,60.37,74,26
1637,2024-02-08,paid_search,1,6,167.26,139,3
1638,2024-01-13,organic,1,4,224.85,96,24
1639,2024-02-15,paid_social,1,1,23.06,165,14
1640,2024-06-03,organic,1,2,267.3,86,5
1641,2024-04-22,paid_search,1,3,172.47,132,24
1642,2024-01-17,organic,1,3,76.55,13,23
1643,2024-04-13,paid_social,1,1,30.39,70,13
1644,2024-04-07,email,0,0,0.0,93,63
1645,2024-03-28,email,0,0,0.0,130,57
1646,2024-04-18,paid_search,1,4,103.83,89,28
1647,2024-06-11,organic,1,3,68.67,160,17
1648,2024-03-10,paid_search,1,2,118.03,63,6
1649,2024-06-06,referral,0,0,0.0,60,66
1650,2024-03-14,organic,1,1,7.16,154,29
1651,2024-03-03,email,1,3,145.86,150,27
1652,2024-06-04,paid_search,0,0,0.0,74,104
1653,2024-02-29,email,1,1,43.34,132,29
1654,2024-03-19,referral,1,1,41.85,144,12
1655,2024-02-06,referral,1,0,0.0,63,3
1656,2024-01-22,paid_search,1,1,9.0,170,16
1657,2024-05-27,organic,1,2,24.54,161,5
1658,2024-04-05,paid_search,0,0,0.0,141,109
1659,2024-03-08,paid_search,1,2,8.99,46,11
1660,2024-01-17,organic,0,0,0.0,141,117
1661,2024-01-12,paid_search,1,0,0.0,33,22
1662,2024-05-29,paid_search,1,4,108.37,123,1
1663,2024-05-24,paid_social,1,1,53.32,14,13
1664,2024-05-17,paid_social,1,2,65.24,8,18
1665,2024-04-27,organic,1,3,166.59,86,16
1666,2024-01-22,email,1,3,36.55,174,2
1667,2024-04-29,organic,0,0,0.0,126,91
1668,2024-02-19,paid_search,1,3,171.11,129,27
1669,2024-01-14,paid_search,1,2,100.22,59,12
1670,2024-06-23,referral,1,1,55.73,60,5
1671,2024-01-29,organic,1,1,6.55,49,5
1672,2024-06-12,paid_search,1,1,50.56,80,22
1673,2024-06-28,paid_social,1,1,18.03,93,13
1674,2024-05-04,organic,1,0,0.0,61,16
1675,2024-01-07,paid_social,1,3,90.03,116,26
1676,2024-01-29,email,0,0,0.0,23,109
1677,2024-05-18,email,1,2,71.34,133,9
1678,2024-02-02,organic,1,3,287.79,85,16
1679,2024-05-13,organic,0,0,0.0,120,68
1680,2024-04-20,paid_search,0,0,0.0,128,70
1681,2024-03-19,paid_search,0,0,0.0,50,30
1682,2024-06-08,organic,1,1,27.83,164,15
1683,2024-06-27,organic,0,0,0.0,148,100
1684,2024-02-27,email,0,0,0.0,43,113
1685,2024-01-26,email,1,3,271.31,136,26
1686,2024-06-22,organic,0,0,0.0,169,53
1687,2024-01-29,paid_search,1,2,90.79,25,6
1688,2024-01-04,paid_search,0,0,0.0,116,47
1689,2024-04-08,organic,0,0,0.0,7,119
1690,2024-05-20,paid_social,0,0,0.0,115,43
1691,2024-02-08,paid_social,0,0,0.0,86,48
1692,2024-01-15,referral,1,5,567.52,161,10
1693,2024-04-28,paid_social,1,2,8.85,38,27
1694,2024-01-29,paid_search,0,0,0.0,12,93
1695,2024-06-05,paid_social,0,0,0.0,124,31
1696,2024-03-15,organic,0,0,0.0,44,36
1697,2024-04-25,paid_social,0,0,0.0,53,57
1698,2024-02-01,paid_search,0,0,0.0,14,110
1699,2024-05-09,organic,0,0,0.0,92,59
1700,2024-06-23,organic,1,2,129.08,52,10
1701,2024-03-24,organic,1,2,164.47,46,25
1702,2024-01-22,email,0,0,0.0,169,65
1703,2024-01-27,organic,1,2,134.12,130,7
1704,2024-03-21,organic,1,6,253.78,177,27
1705,2024-05-05,paid_search,1,1,32.76,100,27
1706,2024-04-01,paid_social,0,0,0.0,110,56
1707,2024-01-21,organic,0,0,0.0,28,111
1708,2024-02-16,email,0,0,0.0,111,39
1709,2024-04-10,referral,1,1,15.7,32,3
1710,2024-03-24,paid_social,0,0,0.0,92,52
1711,2024-01-06,paid_social,0,0,0.0,76,81
1712,2024-05-26,organic,1,5,143.37,22,14
1713,2024-05-10,paid_search,1,1,43.39,170,22
1714,2024-01-01,referral,1,0,0.0,112,2
1715,2024-02-27,organic,0,0,0.0,157,98
1716,2024-05-03,organic,0,0,0.0,104,80
1717,2024-06-14,paid_social,1,3,512.52,68,23
1718,2024-01-15,organic,0,0,0.0,161,30
1719,2024-06-10,email,1,1,101.6,174,15
1720,2024-06-11,organic,1,2,49.69,137,29
1721,2024-03-04,referral,1,2,125.05,38,13
1722,2024-01-25,paid_search,1,0,0.0,80,29
1723,2024-01-24,referral,1,0,0.0,26,29
1724,2024-01-12,paid_search,1,7,247.74,43,12
1725,2024-01-18,paid_search,1,2,141.81,27,7
1726,2024-01-15,referral,1,3,197.01,11,29
1727,2024-01-27,paid_search,0,0,0.0,107,78
1728,2024-03-12,paid_search,1,2,87.82,154,20
1729,2024-02-29,paid_search,1,3,121.65,78,3
1730,2024-06-22,paid_social,0,0,0.0,57,97
1731,2024-05-24,paid_search,1,2,27.44,1,3
1732,2024-04-02,email,0,0,0.0,11,66
1733,2024-02-22,organic,0,0,0.0,158,103
1734,2024-01-08,paid_search,1,2,62.65,88,3
1735,2024-03-19,referral,0,0,0.0,132,88
1736,2024-01-27,paid_social,0,0,0.0,86,104
1737,2024-06-22,referral,0,0,0.0,110,39
1738,2024-02-19,email,0,0,0.0,72,82
1739,2024-05-10,paid_search,1,4,89.46,111,15
1740,2024-04-02,organic,0,0,0.0,33,37
1741,2024-06-20,organic,1,2,37.88,161,13
1742,2024-01-24,paid_social,1,1,87.9,74,15
1743,2024-02-29,referral,1,0,0.0,66,7
1744,2024-05-01,organic,1,2,104.64,108,12
1745,2024-05-10,organic,1,3,306.97,4,3
1746,2024-05-27,organic,0,0,0.0,179,89
1747,2024-02-15,referral,0,0,0.0,155,50
1748,2024-01-15,paid_search,1,2,127.73,33,2
1749,2024-06-01,paid_search,0,0,0.0,105,35
1750,2024-01-17,paid_search,0,0,0.0,126,60
1751,2024-05-05,referral,1,0,0.0,84,18
1752,2024-03-24,paid_social,1,2,46.37,77,12
1753,2024-01-09,paid_social,0,0,0.0,83,78
1754,2024-06-14,organic,0,0,0.0,32,60
1755,2024-06-24,paid_search,0,0,0.0,116,38
1756,2024-03-03,paid_social,0,0,0.0,156,56
1757,2024-04-26,email,1,3,507.13,19,19
1758,2024-05-09,organic,1,3,373.61,159,27
1759,2024-03-28,organic,0,0,0.0,53,80
1760,2024-03-12,organic,1,0,0.0,88,16
1761,2024-05-18,paid_search,0,0,0.0,160,56
1762,2024-03-04,referral,0,0,0.0,9,69
1763,2024-03-12,organic,0,0,0.0,179,91
1764,2024-01-21,paid_search,0,0,0.0,83,87
1765,2024-01-18,paid_search,1,4,136.42,151,29
1766,2024-03-04,organic,0,0,0.0,25,68
1767,2024-03-22,paid_search,0,0,0.0,174,99
1768,2024-04-19,organic,0,0,0.0,172,37
1769,2024-04-04,paid_search,0,0,0.0,118,64
1770,2024-06-14,paid_social,1,0,0.0,67,3
1771,2024-02-01,paid_search,0,0,0.0,127,60
1772,2024-01-11,organic,0,0,0.0,156,119
1773,2024-02-14,email,1,1,1.33,78,9
1774,2024-02-02,paid_social,0,0,0.0,152,117
1775,2024-04-11,referral,0,0,0.0,56,95
1776,2024-06-17,organic,0,0,0.0,50,70
1777,2024-05-15,organic,1,3,110.3,101,19
1778,2024-01-11,organic,0,0,0.0,3,103
1779,2024-06-27,organic,0,0,0.0,23,116
1780,2024-03-28,paid_search,1,4,55.07,162,14
1781,2024-02-10,email,1,2,193.72,9,8
1782,2024-05-24,paid_search,1,2,166.45,82,24
1783,2024-03-16,organic,0,0,0.0,59,40
1784,2024-04-30,paid_social,0,0,0.0,66,113
1785,2024-02-15,organic,1,2,55.8,150,4
1786,2024-06-08,paid_social,1,4,77.9,115,16
1787,2024-03-20,paid_social,1,3,221.76,35,25
1788,2024-02-23,referral,0,0,0.0,159,118
1789,2024-03-26,email,1,3,104.67,78,1
1790,2024-04-01,organic,1,1,42.3,109,19
1791,2024-05-27,paid_search,1,6,165.12,48,24
1792,2024-06-09,email,0,0,0.0,53,112
1793,2024-06-16,referral,1,1,39.22,75,2
1794,2024-06-08,paid_search,1,5,149.38,32,17
1795,2024-04-06,email,0,0,0.0,88,41
1796,2024-01-02,organic,1,1,84.29,140,11
1797,2024-02-02,email,1,3,140.2,62,26
